Variant_ID	Gene_ID	Drug_ID	Disease_Context	Target_Detail	Type_Association_General	Type_Dosage	Type_Efficacy	Type_Metabolism_PK	Type_No_Association	Type_Toxicity	Dir_Associated	Dir_Decreased	Dir_Increased	Dir_None
rs295137	SPATS2L	salbutamol	disease:asthma	['nan']	0	0	0	0	1	0	0	0	0	1
rs2952768	METTL21A	morphine	other:pain, postoperative	['nan']	0	1	0	0	0	0	0	0	1	0
rs2952768	unknown	fentanyl	side effect:pain, postoperative	['nan']	0	0	1	0	0	0	0	0	1	0
rs2952768	unknown	opioids	other:pain, postoperative	['nan']	0	0	1	0	0	0	0	1	0	0
rs2954625	CSMD1	metformin	disease:diabetes mellitus	['nan']	0	0	1	0	0	0	0	1	0	0
rs2959023	DPYS	capecitabine	other:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2959023	DPYS	fluorouracil	disease:neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs2959023	DPYS	folfiri	other:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2959023	DPYS	folfirinox	other:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2959023	DPYS	folfox	other:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs295943	PDE4D	apremilast	other:psoriasis	['nan']	0	0	1	0	0	0	0	1	0	0
rs2960306	GRK4	atenolol	disease:hypertension	['nan']	0	0	1	0	0	0	0	1	0	0
rs2960306	GRK4	atenolol	other:hypertension and coronory artery disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs2960306	GRK4	metoprolol	disease:hypertensive nephrosclerosis	['nan']	0	0	1	0	1	0	0	1	0	1
rs2960306	GRK4	verapamil	other:hypertension and coronory artery disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs2960421	ANGPTL4	antipsychotics	disease:schizoaffective disorder, disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs2960436	unknown	fluorouracil	disease:stomach neoplasms	['nan']	0	0	1	0	0	0	1	0	0	0
rs2965667	unknown	"""antiinflammatory agents"	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs2965667	unknown	"""aspirin"""	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs2965667	unknown	aspirin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2965667	unknown	"non-steroids"""	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs296766	AQP2	platinum	disease:lung neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs296766	AQP2	thiazolidinediones	disease:diabetes mellitus, type 2	['nan']	0	0	0	0	0	1	0	0	1	0
rs2970847	PPARGC1A	rosiglitazone	disease:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs2970932	DPP4	linagliptin	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs2970932	DPP4	sitagliptin	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs2970932	DPP4	vildagliptin	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs2972164	PPARG	fluorouracil	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2972164	PPARG	irinotecan	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2972164	PPARG	leucovorin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2973049	GDNF	paroxetine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
rs2975226	SLC6A3	antiemetics and antinauseants	other:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2975226	SLC6A3	clozapine	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	0	1	0
rs2975226	SLC6A3	ethanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2977549	CCN4	platinum compounds	other:lung neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs2977551	CCN4	platinum compounds	other:lung neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs2978926	unknown	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2978926	unknown	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2978926	unknown	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2978926	unknown	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2978931	unknown	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2978931	unknown	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2978931	unknown	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2978931	unknown	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs2980976	TNFRSF11A	risperidone	other:schizophrenia	['nan']	0	0	1	0	0	0	0	1	0	0
rs2981359	SLC6A3	ethanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs2981582	FGFR2	pazopanib	disease:renal cell carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs2981582	FGFR2	sunitinib	disease:renal cell carcinoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs2981582	FGFR2	sunitinib	other:renal cell carcinoma, other:metastatic neoplasm	['nan']	0	0	0	0	0	1	0	1	0	0
rs299293	HMMR	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs299293	HMMR	epirubicin	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs299293	HMMR	fluorouracil	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs299313	HMMR	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs299313	HMMR	epirubicin	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs299313	HMMR	fluorouracil	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs299314	HMMR	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs299314	HMMR	epirubicin	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs299314	HMMR	fluorouracil	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs3002130	unknown	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3002142	unknown	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3002143	unknown	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3002145	MIA3	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3003593	NR1I3	docetaxel	disease:nasopharyngeal neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs3003596	NR1I3	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	1	1	0	0	0	1	1
rs3003596	NR1I3	efavirenz	efficacy:hiv infectious disease	['nan']	0	0	1	0	0	0	0	1	0	0
rs3003596	NR1I3	levomethadone	other:hiv infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
rs3003596	NR1I3	nevirapine	efficacy:hiv infectious disease	['nan']	0	0	1	0	0	0	0	1	0	0
rs3008604	unknown	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3008607	unknown	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3008608	unknown	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3008610	MIA3	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3008634	AIDA	vancomycin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs301434	SLC1A1	selective serotonin reuptake inhibitors	disease:obsessive-compulsive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs301435	SLC1A1	selective serotonin reuptake inhibitors	disease:obsessive-compulsive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs301927	EPHA6	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs301927	EPHA6	epirubicin	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs301927	EPHA6	paclitaxel	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	1	1	0
rs301927	EPHA6	paclitaxel	disease:breast neoplasms, disease:ovarian neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs3020314	ESR1	anastrozole	other:with early stage breast cancer	['nan']	0	0	0	0	1	0	0	0	0	1
rs3020314	ESR1	letrozole	other:with early stage breast cancer	['nan']	0	0	0	0	1	0	0	0	0	1
rs3020445	ESR2	anastrozole	other:with early stage breast cancer	['nan']	0	0	0	0	1	0	0	0	0	1
rs3020445	ESR2	letrozole	other:with early stage breast cancer	['nan']	0	0	0	0	1	0	0	0	0	1
rs3024498	IL10	budesonide	other:asthma	['nan']	0	0	1	0	0	0	0	1	0	0
rs3024498	IL10	fluticasone / salmeterol	other:asthma	['nan']	0	0	1	0	0	0	0	1	0	0
rs3024498	IL10	formoterol	other:asthma	['nan']	0	0	1	0	0	0	0	1	0	0
rs3024498	IL10	omalizumab	other:asthma	['nan']	0	0	1	0	0	0	0	1	0	0
rs3024530	IL4R	pitrakinra	disease:asthma	['nan']	0	0	1	0	0	0	0	0	1	0
rs3024971	STAT6	fentanyl	disease:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3024971	STAT6	opioids	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025000	VEGFA	bevacizumab	disease:macular degeneration	['nan']	0	0	1	0	0	0	0	0	1	0
rs3025000	VEGFA	ranibizumab	disease:macular degeneration	['nan']	0	0	1	0	0	0	0	0	1	0
rs3025030	VEGFA	anthracyclines and related substances	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025030	VEGFA	bevacizumab	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025030	VEGFA	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025030	VEGFA	docetaxel	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025030	VEGFA	epirubicin	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025030	VEGFA	taxanes	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025033	VEGFA	anthracyclines and related substances	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025033	VEGFA	bevacizumab	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025033	VEGFA	bevacizumab	disease:macular degeneration	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025033	VEGFA	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025033	VEGFA	docetaxel	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025033	VEGFA	epirubicin	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025033	VEGFA	taxanes	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	anthracyclines and related substances	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	bevacizumab	disease:breast neoplasms	['nan']	0	0	1	0	1	0	0	1	0	1
rs3025039	VEGFA	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs3025039	VEGFA	bevacizumab	disease:macular degeneration	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	capecitabine	disease:colorectal neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs3025039	VEGFA	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	cisplatin	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	cyclophosphamide	disease:prostatic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	docetaxel	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	epirubicin	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	fluorouracil	disease:colorectal neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs3025039	VEGFA	fluorouracil	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	imatinib	other:gastrointestinal stromal tumors	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	irinotecan	disease:colorectal neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs3025039	VEGFA	lenalidomide	disease:multiple myeloma	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	leucovorin	disease:colorectal neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs3025039	VEGFA	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs3025039	VEGFA	oxaliplatin	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	panitumumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	ranibizumab	disease:macular degeneration	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	salbutamol	other:asthma	['nan']	1	0	0	0	0	0	0	1	0	0
rs3025039	VEGFA	sunitinib	disease:gastrointestinal stromal tumors	['nan']	0	0	0	0	0	1	0	0	1	0
rs3025039	VEGFA	sunitinib	disease:renal cell carcinoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs3025039	VEGFA	taxanes	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025039	VEGFA	thalidomide	disease:multiple myeloma	['nan']	0	0	0	0	1	0	0	0	0	1
rs3025040	VEGFA	sorafenib	disease:hepatocellular carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3032740	ADORA2A	caffeine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs304478	IFIT1	peginterferon alfa-2b	disease:hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs304478	IFIT1	ribavirin	disease:hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs3045983	DHFR	methotrexate	disease:rheumatoid arthritis	['nan']	0	0	0	0	0	1	0	1	0	0
rs305968	CYP2F1	imatinib	disease:gastrointestinal stromal tumors	['nan']	0	0	0	0	0	1	0	0	1	0
rs306104	CAMK4	gemcitabine	disease:pancreatic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs306468	NLRP8	pravastatin	disease:vascular diseases	['nan']	0	0	0	0	1	0	0	0	0	1
rs3077	HLA-DPA1	peginterferon alfa-2b	disease:hepatitis b, chronic	['nan']	0	0	1	0	0	0	0	0	1	0
rs307805	FLT4	cisplatin	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs307805	FLT4	fluorouracil	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs307805	FLT4	oxaliplatin	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs307821	FLT4	sunitinib	disease:renal cell carcinoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs307821	FLT4, SCGB3A1	pazopanib	disease:gastrointestinal neoplasms, disease:neuroendocrine tumors	['nan']	0	0	0	0	1	0	0	0	0	1
rs307822	FLT4	cisplatin	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs307822	FLT4	fluorouracil	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs307822	FLT4	oxaliplatin	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs307826	FLT4	pazopanib	disease:gastrointestinal neoplasms, disease:neuroendocrine tumors	['nan']	0	0	0	0	1	0	0	0	0	1
rs307826	FLT4	sunitinib	disease:renal cell carcinoma	['nan']	0	0	1	0	0	0	1	1	0	0
rs308395	FGF2	lenalidomide	disease:multiple myeloma	['nan']	0	0	1	0	0	0	0	1	0	0
rs308395	FGF2	thalidomide	disease:multiple myeloma	['nan']	0	0	1	0	0	0	0	1	0	0
rs3087243	CTLA4	adalimumab	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087243	CTLA4	avatrombopag	other:thrombocytopenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087243	CTLA4	corticosteroids	other:thrombocytopenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087243	CTLA4	eltrombopag	other:thrombocytopenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087243	CTLA4	etanercept	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087243	CTLA4	infliximab	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087243	CTLA4	rituximab	other:thrombocytopenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087243	CTLA4	tumor necrosis factor alpha (tnf-alpha) inhibitors	disease:psoriasis	['nan']	0	0	0	0	0	1	0	1	0	0
rs3087243	CTLA4	tumor necrosis factor alpha (tnf-alpha) inhibitors	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087374	POLG	valproic acid	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3087386	REV1	cisplatin	disease:osteosarcoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087399	REV1	cisplatin	disease:osteosarcoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs3087403	REV1	cisplatin	disease:osteosarcoma	['nan']	0	0	1	0	0	0	0	0	1	0
rs3087465	TGFBR2	irinotecan	disease:colorectal neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs3087879	SLC1A1	selective serotonin reuptake inhibitors	disease:obsessive-compulsive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs3091244	CRP	fenofibrate	disease:metabolic syndrome	['nan']	0	0	1	0	0	0	0	0	1	0
rs3093059	CRP	fenofibrate	disease:metabolic syndrome	['nan']	0	0	0	0	1	0	0	0	0	1
rs3093105	CYP4F2	vitamin e	other:fatty liver disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs3093105	CYP4F2	warfarin	disease:heart valve replacement	['nan']	0	0	0	0	1	0	0	0	0	1
rs3093135	CYP4F2	aspirin	disease:acute coronary syndrome, disease:myocardial infarction	['nan']	0	0	1	0	0	1	0	1	1	0
rs3093135	CYP4F2	aspirin	disease:coronary artery disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs3093135	CYP4F2	clopidogrel	disease:coronary artery disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs3093135	CYP4F2	ticagrelor	disease:acute coronary syndrome, disease:myocardial infarction	['nan']	0	0	1	0	0	1	0	1	1	0
rs3093135	CYP4F2	ticagrelor	disease:coronary artery disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs3093153	CYP4F2	warfarin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs3093158	CYP4F2	warfarin	disease:heart valve replacement	['nan']	0	0	0	0	1	0	0	0	0	1
rs3093200	CYP4F2	apixaban	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs3093390	IL21R	peginterferon alfa-2b	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	1	0	0
rs3093390	IL21R	ribavirin	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	1	0	0
rs3093548	TNF	infliximab	disease:colonic diseases, functional	['nan']	0	0	0	0	1	0	0	0	0	1
rs3093662	TNF	fluorouracil	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3093662	TNF	irinotecan	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3093662	TNF	leucovorin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3094086	MUCL3	carboplatin	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3094086	MUCL3	gemcitabine	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3094188	PSORS1C3	allopurinol	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3094188	PSORS1C3	carbamazepine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3094188	PSORS1C3	phenytoin	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3097671	HLA-DPB1	aspirin	disease:asthma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3099844	CYCSP5	allopurinol	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3099844	CYCSP5	nevirapine	disease:acquired immunodeficiency syndrome	['nan']	0	0	0	0	0	1	0	0	1	0
rs3099844	CYCSP5	nevirapine	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs3102724	TNFRSF11B	anastrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3102724	TNFRSF11B	letrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3102728	TNFRSF11B	anastrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3102728	TNFRSF11B	letrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs310279	NKX2-6	warfarin	other:heart valve replacement	['nan']	0	1	0	0	0	0	0	0	1	0
rs310786	E2F7	tamoxifen	disease:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs3109823	ABCG2	antiepileptics	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs3110697	IGFBP3	fluorouracil	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3114018	ABCG2	apixaban	other:atrial fibrillation	['nan']	0	0	0	0	0	1	0	0	1	0
rs3114018	ABCG2	methotrexate	disease:osteosarcoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs3114018	ABCG2	oxaliplatin	disease:colonic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3114018	ABCG2	rivaroxaban	other:atrial fibrillation	['nan']	0	0	0	0	0	1	0	0	1	0
rs3114020	ABCG2	antiepileptics	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs3114020	ABCG2	carboplatin	other:central nervous system cancer	['nan']	0	0	1	0	0	0	0	0	1	0
rs3114020	ABCG2	etoposide	other:central nervous system cancer	['nan']	0	0	1	0	0	0	0	0	1	0
rs3114020	ABCG2	ifosfamide	other:central nervous system cancer	['nan']	0	0	1	0	0	0	0	0	1	0
rs3114020	ABCG2	lamotrigine	disease:epilepsy	['nan']	0	0	0	1	0	0	0	0	1	0
rs3114020	ABCG2	lamotrigine	other:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs3115672	MSH5	carboplatin	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3115672	MSH5	gemcitabine	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3116149	SLC5A2	empagliflozin	disease:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs3116150	SLC5A2	empagliflozin	disease:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs31244	SV2C	quetiapine	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs312481	CACNA1D	amlodipine	other:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs3124955	FCN2	duloxetine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
rs3127602	SLC22A3	metformin	other:diabetes mellitus, type 2	['nan']	0	0	1	0	0	0	0	0	1	0
rs3128624	FCN2	duloxetine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
rs3129294	HLA-DPB2	aspirin	disease:asthma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3129763	unknown	dipeptidyl peptidase 4 (dpp-4) inhibitors	other:diabetes mellitus	['nan']	0	0	0	0	0	1	0	0	1	0
rs3129880	HLA-DRA	amoxicillin	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3129880	HLA-DRA	clavulanate	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3129880	HLA-DRA	flucloxacillin	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130	PROM1	bevacizumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3130	PROM1	fluorouracil	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3130	PROM1	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3130100	ZBTB22	aspirin	disease:asthma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130501	POU5F1	allopurinol	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130501	POU5F1	carbamazepine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130501	POU5F1	phenytoin	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130690	unknown	carbamazepine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130907	HCP5	carboplatin	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130907	HCP5	gemcitabine	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130931	POU5F1	allopurinol	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130931	POU5F1	carbamazepine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130931	POU5F1	phenytoin	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130985	CDSN	carboplatin	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3130985	CDSN	gemcitabine	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs3131003	PSORS1C1	allopurinol	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs3132291	RXRA	docetaxel	disease:nasopharyngeal neoplasms	['nan']	0	0	0	1	0	0	0	0	1	0
rs3133084	unknown	interferon beta-1a	disease:multiple sclerosis	['nan']	0	0	1	0	0	0	0	0	1	0
rs3133084	unknown	interferon beta-1b	disease:multiple sclerosis	['nan']	0	0	1	0	0	0	0	0	1	0
rs3134068	TNFRSF11B	anastrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3134068	TNFRSF11B	letrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs313458	unknown	anastrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs313458	unknown	letrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs3135506	APOA5	fenofibrate	disease:hypertriglyceridemia	['nan']	0	0	1	0	0	0	1	0	1	0
rs3136228	MSH6	fluorouracil	disease:colorectal neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs3136228	MSH6	leucovorin	disease:colorectal neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs3136228	MSH6	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs3136516	F2	warfarin	disease:heart valve replacement	['nan']	0	0	0	0	1	0	0	0	0	1
rs3136646	NFKBIB	gefitinib	other:non-small cell lung carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
