Id	SNP_ID	ACC_NUMBER	ALLELE	SNP_CLASS	CHRPOS	FXN_CLASS	GENE_NAME
17289816	11506105	NC_000007.14	R	snv	7:55152484	intron_variant	EGFR
17289934	2238472	NC_000016.10	N	snv	16:16157742	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant,non_coding_transcript_variant	ABCC6
17290342	708272	NC_000016.10	N	snv	16:56962376	intron_variant	CETP
17292156	2271339	NC_000004.12	N	snv	4:61996667	intron_variant	ADGRL3
17292685	9306160	NC_000021.9	N	snv	21:43687681	coding_sequence_variant,missense_variant	RRP1B
17293287	1541333	NC_000009.12	V	snv	9:133646263	intron_variant	DBH
17294542	1079597	NC_000011.10	N	snv	11:113425564	intron_variant	DRD2
17295216	4680	NC_000022.11	R	snv	22:19963748	2KB_upstream_variant,upstream_transcript_variant,missense_variant,coding_sequence_variant	COMT,MIR4761
17295377	9344	NC_000011.10	R	snv	11:69648142	coding_sequence_variant,synonymous_variant	CCND1
17295553	9937	NC_000011.10	D	snv	11:4138227	coding_sequence_variant,synonymous_variant	RRM1
17295916	11125	NC_000014.9	D	snv	14:55145121	missense_variant,non_coding_transcript_variant,synonymous_variant,coding_sequence_variant	LGALS3
17296307	1126647	NC_000004.12	H	snv	4:73743328	3_prime_UTR_variant	CXCL8
17296825	13959	NC_000009.12	N	snv	9:72930966	synonymous_variant,coding_sequence_variant	ALDH1A1
17297474	4148947	NC_000010.11	Y	snv	10:72010359	3_prime_UTR_variant	CHST3
17297495	4148950	NC_000010.11	R	snv	10:72011948	3_prime_UTR_variant	CHST3
17298736	1229967	NC_000004.12	N	snv	4:99286421	intron_variant	ADH1A,LOC100507053
17299201	7184292	NC_000016.10	R	snv	16:52885654		
17299776	6973474	NC_000007.14	Y	snv	7:96804		
17300668	3742106	NC_000013.11	H	snv	13:95021537	3_prime_UTR_variant,genic_downstream_transcript_variant	ABCC4
17300851	11568658	NC_000013.11	N	snv	13:95210754	500B_downstream_variant,downstream_transcript_variant,coding_sequence_variant,missense_variant	ABCC4,SNORD13G
17301249	17301249	NC_000006.12	S	snv	6:133291776	intron_variant	EYA4
17305068	1937840	NC_000010.11	N	snv	10:5099115	genic_downstream_transcript_variant,intron_variant	AKR1C3
17305602	324023	NC_000003.12	N	snv	3:114166548	intron_variant	DRD3
17305799	299313	NC_000005.10	V	snv	5:163486945	intron_variant	HMMR,HMMR-AS1
17305854	2872507	NC_000017.11	D	snv	17:39884510		
17308809	5569	NC_000016.10	N	snv	16:55697923	coding_sequence_variant,synonymous_variant,missense_variant	SLC6A2
17309860	11030096	NC_000011.10	H	snv	11:27643996	intron_variant	BDNF-AS
17309872	17309872	NC_000020.11	N	snv	20:34927985	500B_downstream_variant,downstream_transcript_variant	GSS,ACSS2
17309916	962369	NC_000011.10	N	snv	11:27712873	intron_variant,genic_upstream_transcript_variant	BDNF
17310849	1077858	NC_000011.10	R	snv	11:75190556	intron_variant	SLCO2B1
17311488	4946936	NC_000006.12	N	snv	6:108682118	3_prime_UTR_variant	FOXO3
17311512	12800734	NC_000011.10	R	snv	11:120966045	intron_variant,genic_downstream_transcript_variant	GRIK4
17317258	4815273	NC_000020.11	Y	snv	20:2520225	genic_upstream_transcript_variant,intron_variant	ZNF343
17317524	11465996	NC_000008.11	S	snv	8:73989727	2KB_upstream_variant,upstream_transcript_variant	LY96
17320221	6806020	NC_000003.12	N	snv	3:54940131	intron_variant,genic_upstream_transcript_variant	CACNA2D3,LRTM1
17322502	4548	NC_000003.12	H	snv	3:128806410	synonymous_variant,coding_sequence_variant	RAB7A
17323176	2295475	NC_000002.12	R	snv	2:31366981	coding_sequence_variant,synonymous_variant	XDH
17326402	3813929	NC_000023.11	B	snv	X:114584047	upstream_transcript_variant,2KB_upstream_variant	HTR2C
17326409	518147	NC_000023.11	V	snv	X:114584109	5_prime_UTR_variant	HTR2C
17326443	1023574	NC_000023.11	B	snv	X:114620562	intron_variant	HTR2C
17327624	17327624	NC_000007.14	D	snv	7:87587501	intron_variant	ABCB1
17328736	1969624	NC_000003.12	H	snv	3:45693326	intron_variant	SACM1L
17328839	2954625	NC_000008.11	N	snv	8:3912168	genic_upstream_transcript_variant,intron_variant	CSMD1
17328981	2742435	NC_000003.12	V	snv	3:45699371	intron_variant	SACM1L
17330010	11045818	NC_000012.12	D	snv	12:21176827	coding_sequence_variant,synonymous_variant	SLCO1B1
17330363	4149057	NC_000012.12	H	snv	12:21178665	synonymous_variant,missense_variant,coding_sequence_variant	SLCO1B1
17330470	4825476	NC_000023.11	V	snv	X:123307628	genic_downstream_transcript_variant,intron_variant	GRIA3
17332596	1734787	NC_000023.11	V	snv	X:154059995	intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant	MECP2
17333397	1056837	NC_000002.12	D	snv	2:38071007	coding_sequence_variant,synonymous_variant,missense_variant	CYP1B1
17333784	7787082	NC_000007.14	R	snv	7:87527735	intron_variant	ABCB1
17334172	1042718	NC_000005.10	N	snv	5:148827354	synonymous_variant,missense_variant,coding_sequence_variant	ADRB2
17334179	1042713	NC_000005.10	V	snv	5:148826877	missense_variant,coding_sequence_variant	ADRB2
17334200	1042714	NC_000005.10	N	snv	5:148826910	stop_gained,missense_variant,coding_sequence_variant	ADRB2
17334207	1800888	NC_000005.10	Y	snv	5:148827322	missense_variant,coding_sequence_variant	ADRB2
17334214	1042717	NC_000005.10	V	snv	5:148827083	synonymous_variant,coding_sequence_variant	ADRB2
17334235	1042718	NC_000005.10	N	snv	5:148827354	synonymous_variant,missense_variant,coding_sequence_variant	ADRB2
17334242	1042713	NC_000005.10	V	snv	5:148826877	missense_variant,coding_sequence_variant	ADRB2
17334285	2472297	NC_000015.10	H	snv	15:74735539		
17334605	2470890	NC_000015.10	Y	snv	15:74755085	synonymous_variant,coding_sequence_variant	CYP1A2
17336960	2076295	NC_000006.12	N	snv	6:7562999	intron_variant	DSP
17336981	10258429	NC_000007.14	N	snv	7:55170394	coding_sequence_variant,synonymous_variant,genic_downstream_transcript_variant,intron_variant,missense_variant	EGFR
17337120	3749598	NC_000004.12	N	snv	4:161386160	missense_variant,coding_sequence_variant	FSTL5
17337472	2293347	NC_000007.14	N	snv	7:55201223	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant,synonymous_variant	EGFR
17339269	6923761	NC_000006.12	V	snv	6:39066296	coding_sequence_variant,missense_variant,non_coding_transcript_variant	GLP1R
17339331	33388	NC_000005.10	N	snv	5:143317730	intron_variant	NR3C1
17339866	10482634	NC_000005.10	R	snv	5:143370884	intron_variant	NR3C1
17341724	7975	NC_000014.9	N	snv	14:77326864	missense_variant,stop_gained,5_prime_UTR_variant,coding_sequence_variant	GSTZ1
17342597	10885	NC_000006.12	Y	snv	6:31636814	missense_variant,intron_variant,coding_sequence_variant	PRRC2A
17343066	17343066	NC_000009.12	R	snv	9:84331158	genic_upstream_transcript_variant,intron_variant	SLC28A3
17345000	1049674	NC_000007.14	N	snv	7:97859257	coding_sequence_variant,non_coding_transcript_variant,missense_variant	ASNS,CZ1P-ASNS
17346097	138337	NC_000022.11	R	snv	22:40835049	intron_variant	ST13
17349198	7041	NC_000004.12	N	snv	4:71752617	intron_variant,missense_variant,coding_sequence_variant,synonymous_variant	GC
17349382	4633	NC_000022.11	Y	snv	22:19962712	2KB_upstream_variant,upstream_transcript_variant,synonymous_variant,coding_sequence_variant	COMT,MIR4761
17349452	1594	NC_000002.12	N	snv	2:201160898	non_coding_transcript_variant,genic_downstream_transcript_variant,coding_sequence_variant,downstream_transcript_variant,synonymous_variant	CFLAR
17349480	7975	NC_000014.9	N	snv	14:77326864	missense_variant,stop_gained,5_prime_UTR_variant,coding_sequence_variant	GSTZ1
17349704	4680	NC_000022.11	R	snv	22:19963748	2KB_upstream_variant,upstream_transcript_variant,missense_variant,coding_sequence_variant	COMT,MIR4761
17349998	9937	NC_000011.10	D	snv	11:4138227	coding_sequence_variant,synonymous_variant	RRM1
17350219	2499984	NC_000011.10	V	snv	11:5040311		
17352137	8075924	NC_000017.11	Y	snv	17:63505531		
17352726	1650697	NC_000005.10	N	snv	5:80654962	non_coding_transcript_variant,missense_variant,5_prime_UTR_variant,coding_sequence_variant	DHFR,MSH3
17353098	4548	NC_000003.12	H	snv	3:128806410	synonymous_variant,coding_sequence_variant	RAB7A
17353321	1695	NC_000011.10	D	snv	11:67585218	coding_sequence_variant,missense_variant	GSTP1
17353377	7472	NC_000009.12	N	snv	9:100302248	downstream_transcript_variant,synonymous_variant,missense_variant,genic_downstream_transcript_variant,500B_downstream_variant,coding_sequence_variant	INVS,TEX10
17353483	7972	NC_000014.9	R	snv	14:77326894	missense_variant,5_prime_UTR_variant,coding_sequence_variant	GSTZ1
17354152	669	NC_000012.12	N	snv	12:9079672	intron_variant,genic_downstream_transcript_variant,missense_variant,coding_sequence_variant	A2M,KLRG1
17354298	10885	NC_000006.12	Y	snv	6:31636814	missense_variant,intron_variant,coding_sequence_variant	PRRC2A
17354346	11125	NC_000014.9	D	snv	14:55145121	missense_variant,non_coding_transcript_variant,synonymous_variant,coding_sequence_variant	LGALS3
17354997	12960	NC_000016.10	R	snv	16:89553920	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	SPG7
17355147	13181	NC_000019.10	N	snv	19:45351661	downstream_transcript_variant,missense_variant,genic_downstream_transcript_variant,non_coding_transcript_variant,500B_downstream_variant,stop_gained,coding_sequence_variant	ERCC2,KLC3
17355478	4818	NC_000022.11	B	snv	22:19963684	2KB_upstream_variant,upstream_transcript_variant,synonymous_variant,coding_sequence_variant	COMT,MIR4761
17355554	11548336	NC_000006.12	N	snv	6:99377472	missense_variant,coding_sequence_variant,stop_gained	COQ3
17355892	7541245	NC_000001.11	M	snv	1:147209857	genic_upstream_transcript_variant,intron_variant	FMO5,CHD1L
17356624	1137101	NC_000001.11	N	snv	1:65592830	coding_sequence_variant,missense_variant	LEPR
17358071	13959	NC_000009.12	N	snv	9:72930966	synonymous_variant,coding_sequence_variant	ALDH1A1
17358449	2236857	NC_000001.11	N	snv	1:28835097	intron_variant	OPRD1
17359303	11615	NC_000019.10	N	snv	19:45420395	missense_variant,synonymous_variant,coding_sequence_variant	ERCC1
17359310	13181	NC_000019.10	N	snv	19:45351661	downstream_transcript_variant,missense_variant,genic_downstream_transcript_variant,non_coding_transcript_variant,500B_downstream_variant,stop_gained,coding_sequence_variant	ERCC2,KLC3
17360669	324899	NC_000005.10	R	snv	5:88619764	genic_downstream_transcript_variant,intron_variant	LINC00461
17361030	49411	NC_000003.12	N	snv	3:59771849	genic_downstream_transcript_variant,intron_variant	FHIT,CFAP20DC-DT
17361582	2661280	NC_000001.11	B	snv	1:163143585	genic_downstream_transcript_variant,3_prime_UTR_variant	RGS5
17362379	4880	NC_000006.12	N	snv	6:159692840	missense_variant,5_prime_UTR_variant,coding_sequence_variant	SOD2
17362661	529520	NC_000001.11	N	snv	1:28848434	intron_variant	OPRD1
17366654	1143672	NC_000003.12	V	snv	3:121929321	coding_sequence_variant,missense_variant	SLC15A2
17366729	7395555	NC_000011.10	B	snv	11:80347435		
17367365	1801131	NC_000001.11	N	snv	1:11794419	coding_sequence_variant,missense_variant	MTHFR
17367493	6313	NC_000013.11	N	snv	13:46895805	synonymous_variant,intron_variant,coding_sequence_variant	HTR2A
17367681	1045644	NC_000014.9	S	snv	14:30885890	missense_variant,non_coding_transcript_variant,coding_sequence_variant	COCH,LOC100506071
17370449	1470579	NC_000003.12	M	snv	3:185811292	intron_variant,genic_upstream_transcript_variant	IGF2BP2
17373863	319952	NC_000001.11	N	snv	1:48647950	intron_variant,genic_downstream_transcript_variant	AGBL4
17375541	1792774	NC_000011.10	Y	snv	11:105041826	intron_variant	CARD16
17376019	17376019	NC_000003.12	Y	snv	3:133822039	genic_downstream_transcript_variant,intron_variant	SRPRB
17376848	17376848	NC_000001.11	R	snv	1:97450068	synonymous_variant,coding_sequence_variant,genic_downstream_transcript_variant	DPYD
17378832	1044457	NC_000001.11	H	snv	1:47377105	3_prime_UTR_variant,genic_downstream_transcript_variant,non_coding_transcript_variant	CMPK1
17380054	10509373	NC_000010.11	Y	snv	10:76397814	intron_variant	LRMDA
17381194	17381194	NC_000012.12	Y	snv	12:89617318	intron_variant	ATP2B1
17381370	1800792	NC_000004.12	N	snv	4:154613256	2KB_upstream_variant,upstream_transcript_variant	FGG
17381748	6600879	NC_000004.12	B	snv	4:69094669	intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant	UGT2B7
17381762	6600880	NC_000004.12	H	snv	4:69094762	intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant	UGT2B7
17381776	7662029	NC_000004.12	N	snv	4:69096194	intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant	UGT2B7
17382202	17382202	NC_000005.10	Y	snv	5:59684120	genic_upstream_transcript_variant,intron_variant	PDE4D
17382644	7950311	NC_000011.10	Y	snv	11:5651124	intron_variant,genic_downstream_transcript_variant	TRIM5
17382943	2900478	NC_000012.12	W	snv	12:21215863	intron_variant	SLCO1B1
17385144	299314	NC_000005.10	Y	snv	5:163487994	intron_variant	HMMR,HMMR-AS1
17387452	10932125	NC_000002.12	V	snv	2:205787576	3_prime_UTR_variant,intron_variant,genic_downstream_transcript_variant	NRP2
17388663	4149035	NC_000012.12	H	snv	12:21165331	intron_variant	SLCO1B1
17389242	2306283	NC_000012.12	N	snv	12:21176804	missense_variant,coding_sequence_variant	SLCO1B1
17389312	11045819	NC_000012.12	N	snv	12:21176879	missense_variant,coding_sequence_variant	SLCO1B1
17389677	324899	NC_000005.10	R	snv	5:88619764	genic_downstream_transcript_variant,intron_variant	LINC00461
17389758	11045821	NC_000012.12	R	snv	12:21179489	intron_variant	SLCO1B1
17389996	999278	NC_000012.12	M	snv	12:21180717	intron_variant	SLCO1B1
17390035	2296616	NC_000010.11	V	snv	10:89593209	synonymous_variant,upstream_transcript_variant,missense_variant,2KB_upstream_variant,coding_sequence_variant	PANK1,MIR107
17393255	11587213	NC_000001.11	R	snv	1:161215085	upstream_transcript_variant,2KB_upstream_variant	FCER1G
17393634	12613732	NC_000002.12	D	snv	2:31026561	intron_variant	GALNT14
17393733	4073054	NC_000001.11	N	snv	1:161230697	intron_variant,3_prime_UTR_variant	NR1I3,TOMM40L
17396597	4516035	NC_000012.12	Y	snv	12:47906043	2KB_upstream_variant,upstream_transcript_variant	VDR
17398272	9937	NC_000011.10	D	snv	11:4138227	coding_sequence_variant,synonymous_variant	RRM1
17398279	11229	NC_000006.12	V	snv	6:31635993	synonymous_variant,missense_variant,coding_sequence_variant	PRRC2A
17398665	20575	NC_000008.11	N	snv	8:23201811	missense_variant,coding_sequence_variant	TNFRSF10A
17399447	698	NC_000004.12	H	snv	4:99339632	non_coding_transcript_variant,missense_variant,coding_sequence_variant	ADH1C
17403472	1045895	NC_000001.11	D	snv	1:65432298	3_prime_UTR_variant,genic_upstream_transcript_variant,intron_variant,genic_downstream_transcript_variant	LEPR,LEPROT
17403913	2874116	NC_000018.10	R	snv	18:58792367		
17404022	767455	NC_000012.12	Y	snv	12:6341779	5_prime_UTR_variant,non_coding_transcript_variant,coding_sequence_variant,synonymous_variant	TNFRSF1A
17404897	2292954	NC_000016.10	N	snv	16:89546715	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	SPG7
17405198	4880	NC_000006.12	N	snv	6:159692840	missense_variant,5_prime_UTR_variant,coding_sequence_variant	SOD2
17405323	1056836	NC_000002.12	V	snv	2:38071060	coding_sequence_variant,synonymous_variant,missense_variant	CYP1B1
17405395	1136703	NC_000016.10	N	snv	16:28595911	coding_sequence_variant,missense_variant,non_coding_transcript_variant	SULT1A2
17406970	7627954	NC_000003.12	B	snv	3:171262186	genic_downstream_transcript_variant,intron_variant	TNIK
17407754	1021737	NC_000001.11	N	snv	1:70439117	coding_sequence_variant,missense_variant	CTH
17408276	17408276	NC_000015.10	Y	snv	15:78589276	intron_variant	CHRNA5
17410446	3181842	NC_000019.10	Y	snv	19:41017111	3_prime_UTR_variant	CYP2B6
17411055	2431697	NC_000005.10	Y	snv	5:160452971		
17411649	1126742	NC_000001.11	R	snv	1:46932824	coding_sequence_variant,missense_variant,non_coding_transcript_variant	CYP4A11
17412165	1047626	NC_000004.12	V	snv	4:42001654	missense_variant,coding_sequence_variant	SLC30A9
17412184	4678145	NC_000003.12	V	snv	3:124731234	upstream_transcript_variant,intron_variant,2KB_upstream_variant	UMPS,MIR544B
17412369	1129844	NC_000017.11	N	snv	17:34285875	coding_sequence_variant,missense_variant	CCL11
17412411	1042028	NC_000016.10	Y	snv	16:28606193	coding_sequence_variant,3_prime_UTR_variant,missense_variant	SULT1A1
17413194	5065	NC_000001.11	D	snv	1:11846011	stop_lost,terminator_codon_variant,intron_variant	NPPA,NPPA-AS1
17413221	757081	NC_000011.10	N	snv	11:17330136	coding_sequence_variant,stop_gained,missense_variant	NUCB2
17413837	6277	NC_000011.10	N	snv	11:113412737	coding_sequence_variant,synonymous_variant	DRD2
17414117	1051640	NC_000017.11	R	snv	17:50691125	genic_downstream_transcript_variant,coding_sequence_variant,synonymous_variant	ABCC3
17414131	5882	NC_000016.10	V	snv	16:56982180	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	CETP
17415009	4858478	NC_000003.12	V	snv	3:23132842		
17415256	324650	NC_000007.14	W	snv	7:137008914	intron_variant	CHRM2,LOC349160
17415536	8191992	NC_000007.14	W	snv	7:137016561	3_prime_UTR_variant,intron_variant	CHRM2,LOC349160
17417482	1051740	NC_000001.11	Y	snv	1:225831932	coding_sequence_variant,missense_variant,intron_variant,non_coding_transcript_variant	EPHX1
17417489	1131873	NC_000001.11	R	snv	1:225831952	coding_sequence_variant,synonymous_variant,intron_variant,non_coding_transcript_variant	EPHX1
17419193	2472304	NC_000015.10	N	snv	15:74751897	intron_variant	CYP1A2
17419373	11072508	NC_000015.10	Y	snv	15:74770056		
17420206	1875705	NC_000004.12	R	snv	4:93221348	intron_variant,5_prime_UTR_variant	GRID2
17420398	2770150	NC_000009.12	N	snv	9:117700861		
17421550	7973796	NC_000012.12	R	snv	12:102202345	2KB_upstream_variant,upstream_transcript_variant	LOC124902998
17421915	12745871	NC_000001.11	Y	snv	1:66121693	intron_variant,genic_upstream_transcript_variant	PDE4B
17422866	1135216	NC_000006.12	N	snv	6:32847198	missense_variant,coding_sequence_variant	TAP1
17424229	1126535	NC_000023.11	B	snv	X:136648396	synonymous_variant,missense_variant,coding_sequence_variant	CD40LG
17424631	1137617	NC_000007.14	N	snv	7:150951110	stop_gained,coding_sequence_variant,synonymous_variant	KCNH2
17424662	12343867	NC_000009.12	Y	snv	9:5074189	intron_variant,genic_downstream_transcript_variant	JAK2,INSL6
17425094	1048101	NC_000008.11	N	snv	8:26770511	missense_variant,genic_downstream_transcript_variant,coding_sequence_variant,intron_variant	ADRA1A
17426200	2808630	NC_000001.11	Y	snv	1:159711078		
17426667	2445142	NC_000001.11	V	snv	1:21899250	intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant	HSPG2
17429568	4910232	NC_000011.10	R	snv	11:11098822		
17429632	4917639	NC_000010.11	H	snv	10:94965778	intron_variant	CYP2C9
