Variant_ID;Variant;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA166155715;rs3812718;VARIANT;PA450947;PHENYTOIN;CHEMICAL;PD
PA166154316;rs1079598;VARIANT;PA449061;CLOZAPINE;CHEMICAL;PD
PA166154316;rs1079598;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166154316;rs1079598;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166155327;rs16973410;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166154088;rs7912580;VARIANT;PA449841;HALOPERIDOL;CHEMICAL;PD
PA166154088;rs7912580;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166154088;rs7912580;VARIANT;PA451201;QUETIAPINE;CHEMICAL;PD
PA166154088;rs7912580;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166154088;rs7912580;VARIANT;PA451974;ZIPRASIDONE;CHEMICAL;PD
PA166163444;rs8450;VARIANT;PA449167;CYCLOSPORINE;CHEMICAL;PD
PA166163444;rs8450;VARIANT;PA451578;TACROLIMUS;CHEMICAL;PD
PA166263684;rs55944529;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166323063;rs4073010;VARIANT;PA449273;DEXTROMETHORPHAN;CHEMICAL;
PA166410301;rs1361528097;VARIANT;PA450704;OMEPRAZOLE;CHEMICAL;
PA166156018;rs74795342;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166155014;rs1529927;VARIANT;PA448682;BUMETANIDE;CHEMICAL;PD
PA166155014;rs1529927;VARIANT;PA449719;FUROSEMIDE;CHEMICAL;PD
PA166155014;rs1529927;VARIANT;PA451733;TORASEMIDE;CHEMICAL;PD
PA166157077;rs3734254;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166157077;rs3734254;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166155618;rs1050891;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166197261;rs61826952;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166169975;rs2298881;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166169975;rs2298881;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166169975;rs2298881;VARIANT;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA166156966;rs992160;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166157023;rs2227956;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA166156481;rs5522;VARIANT;PA449456;ENALAPRIL;CHEMICAL;PD
PA166154624;rs10878232;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166154097;rs9332096;VARIANT;PA164784021;ETHAMBUTOL;CHEMICAL;PD
PA166154097;rs9332096;VARIANT;PA450112;ISONIAZID;CHEMICAL;PD
PA166154097;rs9332096;VARIANT;PA451182;PYRAZINAMIDE;CHEMICAL;PD
PA166154097;rs9332096;VARIANT;PA451250;RIFAMPIN;CHEMICAL;PD
PA166154097;rs9332096;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166154121;rs10997242;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166157942;CYP2C19 ultrarapid metabolizer;VARIANT;PA10233;VORICONAZOLE;CHEMICAL;
PA166155521;rs72549435;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166156974;rs1059288;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA164760860;PEGASPARGASE;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA449212;DAUNORUBICIN;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA449247;DEXAMETHASONE;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA451100;PREDNISONE;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA451663;THIOGUANINE;CHEMICAL;PD
PA166155970;rs117532069;VARIANT;PA451879;VINCRISTINE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA10402;BENZODIAZEPINE DERIVATIVES;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA131890620;CANNABINOIDS;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA164712362;ANALGESICS;CHEMICAL;
PA166156991;rs1799971;VARIANT;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;
PA166156991;rs1799971;VARIANT;PA164712720;DRUGS USED IN NICOTINE DEPENDENCE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA164712741;ERGOT ALKALOIDS;CHEMICAL;
PA166156991;rs1799971;VARIANT;PA164712948;OPIOID ANESTHETICS;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA164713083;OTHER GENERAL ANESTHETICS;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA164713301;SYMPATHOMIMETICS;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166156991;rs1799971;VARIANT;PA166131630;VOLATILE ANESTHETICS;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA166186040;TIANEPTINE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA448084;ALFENTANIL;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA449072;COCAINE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA449088;CODEINE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA449900;HYDROCODONE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA450550;MORPHINE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA450586;NALOXONE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA450588;NALTREXONE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA450741;OXYCODONE;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA451527;SUFENTANIL;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA451566;SUMATRIPTAN;CHEMICAL;
PA166156991;rs1799971;VARIANT;PA451735;TRAMADOL;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166156991;rs1799971;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166252581;rs4149009;VARIANT;PA450428;METHOTREXATE;CHEMICAL;
PA166157167;rs10305420;VARIANT;PA165958364;LIRAGLUTIDE;CHEMICAL;PD
PA166161851;rs11126740;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166196165;rs3781719;VARIANT;PA164754825;BOTULINUM TOXIN TYPE A;CHEMICAL;PD
PA166185751;rs7041;VARIANT;PA164760843;DEFERASIROX;CHEMICAL;PD
PA166154592;rs4516035;VARIANT;PA450496;MIDAZOLAM;CHEMICAL;
PA166156705;rs686;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166223623;rs78132896;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166210023;rs62250713;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166154730;rs9315310;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166156621;rs7662029;VARIANT;PA166182641;BUPRENORPHINE / NALOXONE;CHEMICAL;
PA166156621;rs7662029;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166154955;rs57064725;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166176243;rs648893;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166394841;rs75763344;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166176247;rs963549;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166155396;rs2302948;VARIANT;PA164749431;GEMTUZUMAB OZOGAMICIN;CHEMICAL;PD
PA166155396;rs2302948;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166155396;rs2302948;VARIANT;PA449655;FLUDARABINE;CHEMICAL;PD
PA166155396;rs2302948;VARIANT;PA449961;IDARUBICIN;CHEMICAL;PD
PA166154752;rs16965962;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166155464;rs12461964;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166236541;rs745364489;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166156057;rs740603;VARIANT;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA166156057;rs740603;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166161186;rs77932196;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166161186;rs77932196;VARIANT;PA166179845;IVACAFTOR / TEZACAFTOR;CHEMICAL;
PA166161186;rs77932196;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;PD
PA166157371;rs2960436;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166157083;rs3800373;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA164784021;ETHAMBUTOL;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;
PA166156997;rs1800629;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA449167;CYCLOSPORINE;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA449293;DICLOFENAC;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA449515;ETANERCEPT;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA449957;IBUPROFEN;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA449982;INDOMETHACIN;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA450112;ISONIAZID;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA450150;KETOROLAC;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA450595;NAPROXEN;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA451182;PYRAZINAMIDE;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA451250;RIFAMPIN;CHEMICAL;PD
PA166156997;rs1800629;VARIANT;PA7000;SORAFENIB;CHEMICAL;PD
PA166171088;rs3219489;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166171088;rs3219489;VARIANT;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA166171088;rs3219489;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166177795;rs3778152;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166177795;rs3778152;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166156412;rs6785930;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166210045;rs8008020;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166161944;rs10485058;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166153847;rs12082710;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166334144;rs527454384;VARIANT;PA166334121;PREGNENOLONE;CHEMICAL;
PA166183707;rs609148;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166160689;rs320003;VARIANT;PA451250;RIFAMPIN;CHEMICAL;PD
PA166155481;rs28933396;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155481;rs28933396;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155481;rs28933396;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155481;rs28933396;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155481;rs28933396;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155481;rs28933396;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155481;rs28933396;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166156751;rs1053129;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166155535;rs118192167;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155535;rs118192167;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155535;rs118192167;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155535;rs118192167;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155535;rs118192167;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155535;rs118192167;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155535;rs118192167;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166161126;rs3087465;VARIANT;PA450085;IRINOTECAN;CHEMICAL;PD
PA166157431;rs7794356;VARIANT;PA450546;MONTELUKAST;CHEMICAL;PD
PA166154978;rs8832;VARIANT;PA165983754;PITRAKINRA;CHEMICAL;PD
PA166153880;rs35687416;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166184309;rs2636719;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166156925;rs544093;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166156925;rs544093;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166156925;rs544093;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166238581;rs3781727;VARIANT;PA10233;VORICONAZOLE;CHEMICAL;
PA166155714;rs3806598;VARIANT;PA165110775;SN-38;CHEMICAL;
PA166154509;rs1051375;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166154509;rs1051375;VARIANT;PA451868;VERAPAMIL;CHEMICAL;PD
PA166153932;rs183385770;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166157531;rs121909005;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166157531;rs121909005;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;
PA166157531;rs121909005;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166186015;rs771237265;VARIANT;PA451718;TOLBUTAMIDE;CHEMICAL;
PA166156958;rs833061;VARIANT;PA162372840;SUNITINIB;CHEMICAL;PD
PA166156088;rs2236624;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166156710;rs7387;VARIANT;PA450428;METHOTREXATE;CHEMICAL;
PA166153683;rs2239622;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166160428;rs1061781;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166155665;rs2070959;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166155665;rs2070959;VARIANT;PA450085;IRINOTECAN;CHEMICAL;PD
PA166155665;rs2070959;VARIANT;PA451846;VALPROIC ACID;CHEMICAL;PD
PA166157853;rs502434;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166157853;rs502434;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166157853;rs502434;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166155940;rs3787429;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166155569;rs193922802;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155569;rs193922802;VARIANT;PA448710;CAFFEINE;CHEMICAL;
PA166155569;rs193922802;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155569;rs193922802;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155569;rs193922802;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155569;rs193922802;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155569;rs193922802;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155569;rs193922802;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166176961;rs17279558;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166177137;rs12603700;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166177739;rs1799972;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166177739;rs1799972;VARIANT;PA449072;COCAINE;CHEMICAL;PD
PA166177739;rs1799972;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166177739;rs1799972;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166154992;rs247616;VARIANT;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA166220461;rs3788853;VARIANT;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA166268321;rs200858900;VARIANT;PA166277182;17BETA-ESTRADIOL GLUCURONIDE;CHEMICAL;
PA166334163;rs774212320;VARIANT;PA166334121;PREGNENOLONE;CHEMICAL;
PA166156582;rs4148157;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166156582;rs4148157;VARIANT;PA451729;TOPOTECAN;CHEMICAL;
PA166307621;rs533334893;VARIANT;PA451879;VINCRISTINE;CHEMICAL;
PA166154110;rs10509681;VARIANT;PA448404;AMODIAQUINE;CHEMICAL;PD
PA166154110;rs10509681;VARIANT;PA450761;PACLITAXEL;CHEMICAL;
PA166154110;rs10509681;VARIANT;PA451234;REPAGLINIDE;CHEMICAL;
PA166182339;rs2725215;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166180924;rs2303377;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166179697;rs553050853;VARIANT;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA166179697;rs553050853;VARIANT;PA166179720;TAPENTADOL;CHEMICAL;
PA166179697;rs553050853;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;
PA166179697;rs553050853;VARIANT;PA450550;MORPHINE;CHEMICAL;
PA166179697;rs553050853;VARIANT;PA451735;TRAMADOL;CHEMICAL;
PA166153862;rs12746200;VARIANT;PA164713217;PYRAZOLONES;CHEMICAL;PD
PA166153862;rs12746200;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;PD
PA166153862;rs12746200;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166153862;rs12746200;VARIANT;PA449293;DICLOFENAC;CHEMICAL;PD
PA166153862;rs12746200;VARIANT;PA451140;PROPIONIC ACID DERIVATIVES;CHEMICAL;PD
PA166155853;rs17863778;VARIANT;PA10251;ATAZANAVIR;CHEMICAL;PD
PA166155853;rs17863778;VARIANT;PA451260;RITONAVIR;CHEMICAL;PD
PA166153989;rs1937840;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166153989;rs1937840;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166259903;rs756770;VARIANT;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA166164953;rs121909020;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166164953;rs121909020;VARIANT;PA166179845;IVACAFTOR / TEZACAFTOR;CHEMICAL;
PA166164953;rs121909020;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;
PA166210010;rs2582405;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166156949;rs761142;VARIANT;PA451544;SULFAMETHOXAZOLE;CHEMICAL;PD
PA166159778;rs200064537;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166177180;rs12502866;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166154534;rs2239050;VARIANT;PA10407;CALCIUM CHANNEL BLOCKERS;CHEMICAL;PD
PA166154534;rs2239050;VARIANT;PA450633;NIMODIPINE;CHEMICAL;PD
PA166155966;rs17309872;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166155966;rs17309872;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166155966;rs17309872;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166155966;rs17309872;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166155966;rs17309872;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166156367;rs2742423;VARIANT;PA448687;BUPROPION;CHEMICAL;PD
PA166157294;rs1419555;VARIANT;PA448068;SALBUTAMOL;CHEMICAL;PD
PA166156250;rs371793722;VARIANT;PA166110256;BUFURALOL;CHEMICAL;
PA166156250;rs371793722;VARIANT;PA449273;DEXTROMETHORPHAN;CHEMICAL;
PA166154552;rs2660845;VARIANT;PA450546;MONTELUKAST;CHEMICAL;PD
PA166154823;rs11623866;VARIANT;PA166129466;LONAFARNIB;CHEMICAL;PD
PA166154823;rs11623866;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166154823;rs11623866;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166209221;rs1800035;VARIANT;PA449256;DEXMEDETOMIDINE;CHEMICAL;PD
PA166155271;rs520210;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166178414;rs145623321;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166178414;rs145623321;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166178414;rs145623321;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166178405;rs299314;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166178405;rs299314;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166178405;rs299314;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166155854;rs17863783;VARIANT;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA166155854;rs17863783;VARIANT;PA449212;DAUNORUBICIN;CHEMICAL;
PA166155854;rs17863783;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;
PA166154304;rs964184;VARIANT;PA449594;FENOFIBRATE;CHEMICAL;PD
PA166154507;rs1006737;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166157594;rs3780126;VARIANT;PA10810;PEMETREXED;CHEMICAL;PD
PA166157594;rs3780126;VARIANT;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA166157459;rs12720441;VARIANT;PA448383;AMIODARONE;CHEMICAL;PD
PA166319721;rs569661196;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166155371;rs1799793;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166155371;rs1799793;VARIANT;PA448645;BLEOMYCIN;CHEMICAL;PD
PA166155371;rs1799793;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166155371;rs1799793;VARIANT;PA449552;ETOPOSIDE;CHEMICAL;PD
PA166177793;rs10457090;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166177793;rs10457090;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166177793;rs10457090;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166161853;rs2546890;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166337441;rs2229300;VARIANT;PA449177;CYTARABINE;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA10026;ARIPIPRAZOLE;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA131301952;GEFITINIB;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA143485705;ANTIEPILEPTICS;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA162372840;SUNITINIB;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA164746890;TEMSIROLIMUS;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA164754992;ROCURONIUM;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA165110778;TIPIFARNIB;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA449088;CODEINE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA449167;CYCLOSPORINE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA449319;DIGOXIN;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA450530;MODAFINIL;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA450550;MORPHINE;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA450947;PHENYTOIN;CHEMICAL;
PA166157288;rs1128503;VARIANT;PA451141;PROPOFOL;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA451232;REMIFENTANIL;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA451365;SIROLIMUS;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA451527;SUFENTANIL;CHEMICAL;PD
PA166157288;rs1128503;VARIANT;PA451578;TACROLIMUS;CHEMICAL;PD
