Variant_ID;Variant;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA166154454;rs11231809;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166177103;rs4971678;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156385;rs3814058;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166156385;rs3814058;VARIANT;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA166156635;rs9996584;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166153654;rs1805087;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166153654;rs1805087;VARIANT;PA443553;BRAIN DISEASES;DISEASE;PD
PA166153654;rs1805087;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166153654;rs1805087;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153654;rs1805087;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166153654;rs1805087;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166153654;rs1805087;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166210006;rs13129401;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166157851;rs179008;VARIANT;PA443613;BASAL CELL CARCINOMA;DISEASE;PD
PA166157195;rs17885382;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166154714;rs3765534;VARIANT;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA166154737;rs9535828;VARIANT;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA166157441;rs10264272;VARIANT;PA444859;MALARIA;DISEASE;
PA166153756;rs3818822;VARIANT;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;PD
PA166171042;rs7405404;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166157261;rs705379;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166156936;rs683369;VARIANT;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA166156936;rs683369;VARIANT;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PD
PA166154320;rs1138272;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166154843;rs637137;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166157264;rs724226;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;
PA166157264;rs724226;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166154676;rs6314;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166154676;rs6314;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154524;rs2058878;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166154112;rs10737062;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166155785;rs10210302;VARIANT;PA443815;CROHN DISEASE;DISEASE;PD
PA166156502;rs1126647;VARIANT;PA443624;RENAL CELL CARCINOMA;DISEASE;PD
PA166157532;rs121909013;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166153915;rs80223967;VARIANT;PA445187;OSTEONECROSIS;DISEASE;PD
PA166153915;rs80223967;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166155225;rs4793665;VARIANT;PA445208;PAIN;DISEASE;
PA166319465;rs527580106;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166156984;rs1415744;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166177192;rs17724494;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166161197;rs17268282;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166155171;rs967676;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166154681;rs585719;VARIANT;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA166154514;rs1487278;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166153748;rs3753380;VARIANT;PA444282;OPEN-ANGLE GLAUCOMA;DISEASE;PD
PA166155574;rs193922818;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166153998;rs2177370;VARIANT;PA443319;ALZHEIMER DISEASE;DISEASE;PD
PA166155175;rs1050565;VARIANT;PA443314;ALOPECIA;DISEASE;PD
PA166155175;rs1050565;VARIANT;PA445208;PAIN;DISEASE;PD
PA166155175;rs1050565;VARIANT;PA445828;TESTICULAR NEOPLASMS;DISEASE;PD
PA166160738;rs4273729;VARIANT;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166153964;rs1113129;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166155393;rs2279343;VARIANT;PA134850491;TRANSPLANTATION;DISEASE;PD
PA166155393;rs2279343;VARIANT;PA165108809;NEONATAL ABSTINENCE SYNDROME;DISEASE;PD
PA166155393;rs2279343;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166155393;rs2279343;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166160922;rs2954625;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;
PA166155341;rs7412;VARIANT;PA443797;CORONARY DISEASE;DISEASE;PD
PA166155341;rs7412;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166155341;rs7412;VARIANT;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA166155341;rs7412;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166164874;rs12050587;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166164874;rs12050587;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166164874;rs12050587;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166156524;rs1801058;VARIANT;PA166152848;HYPERTENSIVE NEPHROSCLEROSIS;DISEASE;PD
PA166157203;rs36056065;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166156753;rs1062535;VARIANT;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA166328661;rs1154831;VARIANT;PA447163;SPONDYLARTHROPATHIES;DISEASE;
PA166154449;rs11042725;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166153907;rs75114882;VARIANT;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA166153907;rs75114882;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166157695;rs238;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157074;rs3213207;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA166155996;rs2070995;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;
PA166155996;rs2070995;VARIANT;PA445208;PAIN;DISEASE;PD
PA166157825;rs10981694;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166154136;rs11252394;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166157018;rs2125739;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166153539;rs699;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166153539;rs699;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166153539;rs699;VARIANT;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA166165398;rs3888190;VARIANT;PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PD
PA166165398;rs3888190;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166165398;rs3888190;VARIANT;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA166165398;rs3888190;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA166254981;rs958804;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166154060;rs4752220;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166183759;rs894160;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166183759;rs894160;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166154461;rs12221497;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166177200;rs61908406;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166160628;rs117648444;VARIANT;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166156278;rs49411;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166155638;rs1594160;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166164945;rs397508759;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166184667;rs9384169;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166153867;rs17021408;VARIANT;PA445187;OSTEONECROSIS;DISEASE;PD
PA166153867;rs17021408;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166155453;rs10423928;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166164939;rs397508256;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166156716;rs153549;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156928;rs558025;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166156928;rs558025;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166229161;rs28358571;VARIANT;PA162263534;OTOTOXICITY;DISEASE;PD
PA166153598;rs890293;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166299601;rs2097432;VARIANT;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA166178428;rs74743371;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166178428;rs74743371;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166257822;rs9620007;VARIANT;PA166151827;ADVERSE EVENTS;DISEASE;PD
PA166271161;rs2292596;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166169840;rs34550074;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166169840;rs34550074;VARIANT;PA444575;HYPONATREMIA;DISEASE;PD
PA166197646;rs74611272;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166157865;rs2106809;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166154826;rs12050217;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166155540;rs118192177;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166344461;rs16906115;VARIANT;PA166151827;ADVERSE EVENTS;DISEASE;PD
PA166157707;rs495828;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166180928;rs117986340;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166186981;rs1047303;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166157633;rs11545077;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166157147;rs9351963;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155769;rs7588295;VARIANT;PA445187;OSTEONECROSIS;DISEASE;PD
PA166233886;rs1611114;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166233886;rs1611114;VARIANT;PA444910;MEMORY IMPAIRMENT;DISEASE;PD
PA166179594;rs704212;VARIANT;PA443450;ASTHMA;DISEASE;
PA166155952;rs6051702;VARIANT;PA444445;HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166169901;rs10132552;VARIANT;PA165817398;MYELOSUPPRESSION;DISEASE;PD
PA166169901;rs10132552;VARIANT;PA166122058;MUCOSITIS;DISEASE;PD
PA166169901;rs10132552;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166169901;rs10132552;VARIANT;PA443875;DERMATITIS;DISEASE;PD
PA166169901;rs10132552;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166169901;rs10132552;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166169901;rs10132552;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166155666;rs2075252;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166154107;rs10490924;VARIANT;PA134850558;MACULAR DEGENERATION;DISEASE;PD
PA166155914;rs1059150;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166177058;rs2229205;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166154261;rs6277;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;PD
PA166154261;rs6277;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166170682;rs2838958;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166154498;rs557881;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166157514;rs75039782;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166177794;rs589046;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166155587;rs16944;VARIANT;PA166048740;HELICOBACTER INFECTIONS;DISEASE;PD
PA166155587;rs16944;VARIANT;PA445172;OSTEITIS DEFORMANS;DISEASE;PD
PA166155587;rs16944;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166155795;rs10929303;VARIANT;PA162355520;NEPHROLITHIASIS;DISEASE;PD
PA166155795;rs10929303;VARIANT;PA446443;LIVER FAILURE, ACUTE;DISEASE;PD
PA166155795;rs10929303;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166154819;rs10140457;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166263961;rs523349;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA166155478;rs28399499;VARIANT;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA166155478;rs28399499;VARIANT;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA166155478;rs28399499;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166177187;rs10771997;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166184666;rs3778150;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166155740;rs5030743;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166157162;rs9469003;VARIANT;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA166157162;rs9469003;VARIANT;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA166157162;rs9469003;VARIANT;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA166153888;rs55886062;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155269;rs489693;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166155269;rs489693;VARIANT;PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PD
PA166155269;rs489693;VARIANT;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA166155269;rs489693;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166158794;rs11568315;VARIANT;PA443622;CARCINOMA, NON-SMALL-CELL LUNG;DISEASE;PD
PA166155400;rs2738466;VARIANT;PA443797;CORONARY DISEASE;DISEASE;
PA166155400;rs2738466;VARIANT;PA446021;VASCULAR DISEASES;DISEASE;PD
PA166153664;rs2072658;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;
PA166161538;rs12720066;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166161538;rs12720066;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166177196;rs61908402;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156488;rs437943;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166154643;rs12817819;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166154643;rs12817819;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166153877;rs34717272;VARIANT;PA444552;HYPERTENSION;DISEASE;
PA166155415;rs4802101;VARIANT;PA444819;LUPUS ERYTHEMATOSUS;DISEASE;PD
PA166155617;rs1047891;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166155617;rs1047891;VARIANT;PA447146;HYPERAMMONEMIA;DISEASE;
PA166155287;rs2741171;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166185175;rs6088638;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166156323;rs1523130;VARIANT;PA443853;DEMENTIA;DISEASE;
PA166156323;rs1523130;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166156323;rs1523130;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;
PA166156323;rs1523130;VARIANT;PA447278;DEPRESSION;DISEASE;
PA166157116;rs6922548;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA166289381;rs12885713;VARIANT;PA445451;PSORIASIS;DISEASE;PD
PA166180969;rs1225367412;VARIANT;PA166163391;STATIN-RELATED MYOPATHY;DISEASE;
PA166180969;rs1225367412;VARIANT;PA444552;HYPERTENSION;DISEASE;
PA166180969;rs1225367412;VARIANT;PA444682;KIDNEY DISEASES;DISEASE;
PA166180969;rs1225367412;VARIANT;PA444801;LIVER DISEASES;DISEASE;
PA166180969;rs1225367412;VARIANT;PA445549;RHABDOMYOLYSIS;DISEASE;
PA166163246;rs7187684;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166155857;rs17868323;VARIANT;PA444511;HYPERBILIRUBINEMIA;DISEASE;PD
PA166155857;rs17868323;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166185904;rs398123217;VARIANT;PA443367;FABRY DISEASE;DISEASE;PD
PA166177104;rs2933304;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166159979;rs7170924;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166185417;rs2074957;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166155159;rs25531;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166155159;rs25531;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154560;rs3184504;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166155988;rs1051298;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166155988;rs1051298;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166156935;rs672170;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166201525;rs2233980;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166201525;rs2233980;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166154785;rs1799722;VARIANT;PA443803;COUGH;DISEASE;PD
PA166154785;rs1799722;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166154159;rs12782374;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166154803;rs4982133;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166154856;rs1051730;VARIANT;PA166048714;PREGNANCY;DISEASE;
PA166154856;rs1051730;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;
PA166154856;rs1051730;VARIANT;PA445208;PAIN;DISEASE;PD
PA166154856;rs1051730;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166153636;rs1760217;VARIANT;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA166157173;rs11155012;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166169895;rs1829346;VARIANT;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA166153638;rs1800559;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166157966;CYP1A2 low activity;VARIANT;PA166048714;PREGNANCY;DISEASE;
PA166177197;rs61908403;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166197645;rs1890881;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166155572;rs193922809;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166154738;rs9552679;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166157262;rs712829;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157262;rs712829;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166157773;rs4358872;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166157773;rs4358872;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166155608;rs889895;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156732;rs408626;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166157549;rs1041983;VARIANT;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA166157549;rs1041983;VARIANT;PA165108622;DRUG INTERACTION WITH DRUG;DISEASE;PD
PA166157549;rs1041983;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166157549;rs1041983;VARIANT;PA445941;TUBERCULOSIS;DISEASE;PD
PA166283741;rs4035887;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166157932;CYP2C9 poor metabolizer;VARIANT;PA444773;LEUKOPENIA;DISEASE;
PA166157932;CYP2C9 poor metabolizer;VARIANT;PA446023;VASCULITIS;DISEASE;
PA166157932;CYP2C9 poor metabolizer;VARIANT;PA446065;WEGENER GRANULOMATOSIS;DISEASE;
PA166156673;rs17701271;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166154293;rs662799;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166155741;rs5030952;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166154269;rs183484;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153993;rs2070673;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166183768;rs104894021;VARIANT;PA166183774;SHORT QT SYNDROME 1;DISEASE;PD
PA166153814;rs10916852;VARIANT;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA166154001;rs2230345;VARIANT;PA444368;HEART DISEASES;DISEASE;PD
PA166154001;rs2230345;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166156874;rs12054895;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156310;rs1065776;VARIANT;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA166160715;rs2302489;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166177201;rs61908407;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154437;rs10835210;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166154437;rs10835210;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166156350;rs2251954;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166235801;rs2023239;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166156402;rs4688040;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166155146;rs4341;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166154046;rs4132670;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166153639;rs1800871;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA166153639;rs1800871;VARIANT;PA447247;LIVER TRANSPLANTATION;DISEASE;PD
PA166155616;rs1042640;VARIANT;PA162355520;NEPHROLITHIASIS;DISEASE;PD
PA166155616;rs1042640;VARIANT;PA446443;LIVER FAILURE, ACUTE;DISEASE;PD
PA166155616;rs1042640;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166156000;rs2831440;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154816;rs8016905;VARIANT;PA443803;COUGH;DISEASE;PD
PA166233301;rs2449598;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166156887;rs17495520;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166157457;rs12718541;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166155008;rs1110470;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166155290;rs2853539;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166185913;rs104894827;VARIANT;PA443367;FABRY DISEASE;DISEASE;PD
PA166157243;rs15524;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA166157243;rs15524;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166157243;rs15524;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166157243;rs15524;VARIANT;PA447247;LIVER TRANSPLANTATION;DISEASE;
PA166156140;rs13058338;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166156140;rs13058338;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166177117;rs9819548;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166165401;rs1000940;VARIANT;PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;
PA166165401;rs1000940;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;
PA166165401;rs1000940;VARIANT;PA447207;DEPRESSIVE DISORDER;DISEASE;
PA166165401;rs1000940;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;
PA166156754;rs1105525;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166156970;rs1042136;VARIANT;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;PD
PA166156970;rs1042136;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166181277;rs13137622;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;
PA166177121;rs10007051;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154371;rs2499984;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166156985;rs1570360;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166156985;rs1570360;VARIANT;PA443624;RENAL CELL CARCINOMA;DISEASE;PD
PA166156985;rs1570360;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA166155781;rs10197559;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166160309;rs11543791;VARIANT;PA166048848;MENOPAUSE;DISEASE;PD
PA166160309;rs11543791;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166153910;rs76387818;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166155586;rs10012;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166154636;rs11064426;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166154733;rs9514091;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155631;rs1344706;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
